
Blanquette de lapin au riesling et aux girolles,"Ingrédients : poivre, oeuf, crême fraîche, oignon blanc, farine, bouquet garni, bouillon de volaille, beurre, ail, sel, vin blanc, râble de lapin, lard",5
Lapin aux pruneaux,"Ingrédients : moutarde, poivre, pruneaux, champignon frais, lapin, farine, vin blanc sec, oignon, huile d'olive, beurre, ail, baies rose, sel, lardons.",5
Lapin aux olives,"Ingrédients : poivre, échalote, lapin, crême fraîche, bouquet garni, vin blanc sec, oignon, huile d'olive, eau, ail, sel, olive noire, basilic. Découpe",5
Lapin au basilic,"Ingrédients : lapin, tomate, vin blanc sec, oignon, ail, lardons, basilic. Découper le lapin. Dorer les morceaux et les mettre de côté. Dorer les oigno",5
Lapin de ma mère,"Ingrédients : poivre, thym, lapin, huile, farine, oignon, cube de bouillon, persil, sel, vin blanc. Dans une cocotte, en fonte de préférence, faire rôt",5
Tajine de lapin,"Ingrédients : lapin, oignon, raisins secs, maïzena, cannelle, safran, miel. Dans une cocotte, faire dorer la viande dans de l'huile d'olive. Ajouter le",5
Lapin aux poireaux,"Ingrédients : moutarde, poivre, lapin, crême fraîche, poireau, farine, vin blanc sec, sel. Faire revenir le lapin coupé en morceaux dans un peu d'huile",5
Lapin de Pâques, J'ai cru voir un lapin en chocolat ! Craquez pour les lapins en chocolat... faits maison ...,0
"Pâques : la poule, l'œuf ou le lapin ?"," Qui de la poule ou l'oeuf fut le premier ? Un nouvel élément vient épaissir ce mystère : le lapin, qui s'amuse à apporter des oeufs lui aussi. On dira",0
Lapin à la moutarde maison," 1 minutes sans faire bouillir et nappez les morceaux de lapin avec cette préparation. ...Ingrédients : feuille de laurier, thym, échalote, lapin, crêm",5
Blanquette de lapin au riesling et aux girolles,"Ingrédients : poivre, oeuf, crême fraîche, oignon blanc, farine, bouquet garni, bouillon de volaille, beurre, ail, sel, vin blanc, râble de lapin, lard",5
Lapin aux pruneaux,"Ingrédients : moutarde, poivre, pruneaux, champignon frais, lapin, farine, vin blanc sec, oignon, huile d'olive, beurre, ail, baies rose, sel, lardons.",5
Lapin aux olives,"Ingrédients : poivre, échalote, lapin, crême fraîche, bouquet garni, vin blanc sec, oignon, huile d'olive, eau, ail, sel, olive noire, basilic. Découpe",5
Lapin au basilic,"Ingrédients : lapin, tomate, vin blanc sec, oignon, ail, lardons, basilic. Découper le lapin. Dorer les morceaux et les mettre de côté. Dorer les oigno",5
Lapin de ma mère,"Ingrédients : poivre, thym, lapin, huile, farine, oignon, cube de bouillon, persil, sel, vin blanc. Dans une cocotte, en fonte de préférence, faire rôt",5
Tajine de lapin,"Ingrédients : lapin, oignon, raisins secs, maïzena, cannelle, safran, miel. Dans une cocotte, faire dorer la viande dans de l'huile d'olive. Ajouter le",5
Lapin aux poireaux,"Ingrédients : moutarde, poivre, lapin, crême fraîche, poireau, farine, vin blanc sec, sel. Faire revenir le lapin coupé en morceaux dans un peu d'huile",5
Lapin de Pâques, J'ai cru voir un lapin en chocolat ! Craquez pour les lapins en chocolat... faits maison ...,0
"Pâques : la poule, l'œuf ou le lapin ?"," Qui de la poule ou l'oeuf fut le premier ? Un nouvel élément vient épaissir ce mystère : le lapin, qui s'amuse à apporter des oeufs lui aussi. On dira",0
Lapin à la moutarde maison," 1 minutes sans faire bouillir et nappez les morceaux de lapin avec cette préparation. ...Ingrédients : feuille de laurier, thym, échalote, lapin, crêm",5
Blanquette de lapin au riesling et aux girolles,"Ingrédients : poivre, oeuf, crême fraîche, oignon blanc, farine, bouquet garni, bouillon de volaille, beurre, ail, sel, vin blanc, râble de lapin, lard",5
Lapin aux pruneaux,"Ingrédients : moutarde, poivre, pruneaux, champignon frais, lapin, farine, vin blanc sec, oignon, huile d'olive, beurre, ail, baies rose, sel, lardons.",5
Lapin aux olives,"Ingrédients : poivre, échalote, lapin, crême fraîche, bouquet garni, vin blanc sec, oignon, huile d'olive, eau, ail, sel, olive noire, basilic. Découpe",5
Lapin au basilic,"Ingrédients : lapin, tomate, vin blanc sec, oignon, ail, lardons, basilic. Découper le lapin. Dorer les morceaux et les mettre de côté. Dorer les oigno",5
Lapin de ma mère,"Ingrédients : poivre, thym, lapin, huile, farine, oignon, cube de bouillon, persil, sel, vin blanc. Dans une cocotte, en fonte de préférence, faire rôt",5
Tajine de lapin,"Ingrédients : lapin, oignon, raisins secs, maïzena, cannelle, safran, miel. Dans une cocotte, faire dorer la viande dans de l'huile d'olive. Ajouter le",5
Lapin aux poireaux,"Ingrédients : moutarde, poivre, lapin, crême fraîche, poireau, farine, vin blanc sec, sel. Faire revenir le lapin coupé en morceaux dans un peu d'huile",5
Lapin de Pâques, J'ai cru voir un lapin en chocolat ! Craquez pour les lapins en chocolat... faits maison ...,0
"Pâques : la poule, l'œuf ou le lapin ?"," Qui de la poule ou l'oeuf fut le premier ? Un nouvel élément vient épaissir ce mystère : le lapin, qui s'amuse à apporter des oeufs lui aussi. On dira",0
Lapin à la moutarde maison," 1 minutes sans faire bouillir et nappez les morceaux de lapin avec cette préparation. ...Ingrédients : feuille de laurier, thym, échalote, lapin, crêm",5
Blanquette de lapin au riesling et aux girolles,"Ingrédients : poivre, oeuf, crême fraîche, oignon blanc, farine, bouquet garni, bouillon de volaille, beurre, ail, sel, vin blanc, râble de lapin, lard",5
Lapin aux pruneaux,"Ingrédients : moutarde, poivre, pruneaux, champignon frais, lapin, farine, vin blanc sec, oignon, huile d'olive, beurre, ail, baies rose, sel, lardons.",5
Lapin aux olives,"Ingrédients : poivre, échalote, lapin, crême fraîche, bouquet garni, vin blanc sec, oignon, huile d'olive, eau, ail, sel, olive noire, basilic. Découpe",5
Lapin au basilic,"Ingrédients : lapin, tomate, vin blanc sec, oignon, ail, lardons, basilic. Découper le lapin. Dorer les morceaux et les mettre de côté. Dorer les oigno",5
Lapin de ma mère,"Ingrédients : poivre, thym, lapin, huile, farine, oignon, cube de bouillon, persil, sel, vin blanc. Dans une cocotte, en fonte de préférence, faire rôt",5
Tajine de lapin,"Ingrédients : lapin, oignon, raisins secs, maïzena, cannelle, safran, miel. Dans une cocotte, faire dorer la viande dans de l'huile d'olive. Ajouter le",5
Lapin aux poireaux,"Ingrédients : moutarde, poivre, lapin, crême fraîche, poireau, farine, vin blanc sec, sel. Faire revenir le lapin coupé en morceaux dans un peu d'huile",5
Lapin de Pâques, J'ai cru voir un lapin en chocolat ! Craquez pour les lapins en chocolat... faits maison ...,0
"Pâques : la poule, l'œuf ou le lapin ?"," Qui de la poule ou l'oeuf fut le premier ? Un nouvel élément vient épaissir ce mystère : le lapin, qui s'amuse à apporter des oeufs lui aussi. On dira",0
Lapin à la moutarde maison," 1 minutes sans faire bouillir et nappez les morceaux de lapin avec cette préparation. ...Ingrédients : feuille de laurier, thym, échalote, lapin, crêm",5
Blanquette de lapin au riesling et aux girolles,"Ingrédients : poivre, oeuf, crême fraîche, oignon blanc, farine, bouquet garni, bouillon de volaille, beurre, ail, sel, vin blanc, râble de lapin, lard",5
Lapin aux pruneaux,"Ingrédients : moutarde, poivre, pruneaux, champignon frais, lapin, farine, vin blanc sec, oignon, huile d'olive, beurre, ail, baies rose, sel, lardons.",5
Lapin aux olives,"Ingrédients : poivre, échalote, lapin, crême fraîche, bouquet garni, vin blanc sec, oignon, huile d'olive, eau, ail, sel, olive noire, basilic. Découpe",5
Lapin au basilic,"Ingrédients : lapin, tomate, vin blanc sec, oignon, ail, lardons, basilic. Découper le lapin. Dorer les morceaux et les mettre de côté. Dorer les oigno",5
Lapin de ma mère,"Ingrédients : poivre, thym, lapin, huile, farine, oignon, cube de bouillon, persil, sel, vin blanc. Dans une cocotte, en fonte de préférence, faire rôt",5
Tajine de lapin,"Ingrédients : lapin, oignon, raisins secs, maïzena, cannelle, safran, miel. Dans une cocotte, faire dorer la viande dans de l'huile d'olive. Ajouter le",5
Lapin aux poireaux,"Ingrédients : moutarde, poivre, lapin, crême fraîche, poireau, farine, vin blanc sec, sel. Faire revenir le lapin coupé en morceaux dans un peu d'huile",5
Le poireau," ""Asperge du pauvre"", ""porreau"", ""poirette"" ou encore ""poireau"", toutes ces dénominations prouvent que le poireau est un légume ancré dans nos traditio",0
Fondue aux poireaux,"Ingrédients : poivre, crême fraîche, poireau, beurre, jus de citron, moutarde de dijon, sel. Coupez-les poireaux en deux et recoupez-les en tronçons. L",5
risotto aux poireaux,"Ingrédients : riz, parmesan râpé, crême fraîche, poireau, vin blanc sec, cube de bouillon, beurre. Emincer le blanc des poireaux. Faire fondre le bouil",5
Tarte aux poireaux et aux lardons,"Ingrédients : poivre, oeuf, crême fraîche, poireau, farine, beurre, eau, sel, lardons. Préchauffer le four à 210°C (thermostat 7). Faire la pâte à tart",5
Tagliatelles à la crème de poireaux,"Ingrédients : crême fraîche, poireau, beurre, parmesan, tagliatelle, lardons. Laver puis couper les poireaux en fines rondelles, les mettre à fondre en",5
Poireaux vinaigrette,"Ingrédients : - 1 kg de blancs de poireaux Origine & Qualité Carrefour - Persil, boîte refermable Carrefour surgelé L'épicerie de base : - 2 cuillères ",0
"Quiche poireaux, chèvre lardons","Ingrédients : poivre, oeuf, crême fraîche, lait, poireau, fromage de chèvre, lardons fumés, pâte brisée, sel. Etalez la pâte dans le moule beurré et fa",5
Quiche au poireau et saumon fumé,"Ingrédients : poivre, oeuf, crême fraîche, lait, saumon fumé, poireau, pâte brisée, sel, gruyère râpé. Préchauffez le four th.7. Emincez les poireaux (",5
Pavé de saumon sur son lit de poireaux,"Ingrédients : poivre, huile, poireau, saumon, curry, crème fraîche épaisse, sel. Couper les poireaux en rondelles (tout le blanc et un peu de vert, env",5
Lasagnes aux poireaux et au saumon,"Ingrédients : poivre, saumon fumé, poireau, saumon, beurre, lasagnes, sel, béchamel, gruyère râpé. Emincer les blancs de poireaux et les faire revenir ",5
Brick au thon et au poireau,"Ingrédients : poivre, oeuf, crême fraîche, poireau, curry, brick, sel, thon. Préchauffer le four à 180°C. Emincer les poireaux finement. Les faire cuir",5
Fondue de poireaux,Ingrédients : - 400 g de poireaux Origine & Qualité Carrefour - 20 g de beurre de Baratte sel de mer de Guérande Reflets de France - 1 grande cuillère ,0
